X,Y,OBJECTID,MIN_ID,Name,MAR_Name,Company,NTS_250K,Long_NAD83,Lat_NAD83,LSD,Section_,Township,Range,Meridian,Location,Well,Depth_m,Comm_1,Comm_2,Other_Comm,Occ_Type,Exposure,Media_Type,Highlights,Hghlt_Comm,Hghlt_Grad,Hghlt_Unit,Ore_Min,Gangue_Min,Morpho,Host_Rock,Strat_Age,Strat_Unit,Structure,Intrusion,Min_Host,Ref_AGS,Ref_MAR,Ref_Other,AE_MAR_WWW
-110.949881000051221,58.801307999148847,55,74L-M-1014,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.949881,58.801308,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,702 ppm U,U,0.0702,%,"Autunite, Uraninite, Pitchblende (all unconfirmed)", ,Associated with fracture,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.950365999574785,58.801091999257174,56,74L-M-1015,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.950366,58.801092,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,467 ppm U,U,0.0467,%, , ,Associated with fracture,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.950141000342214,58.801149999269668,57,74L-M-1016,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.950141,58.80115,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,1470 ppm U,U,0.147,%,Autunite, ,Associated with fracture,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.949708999623766,58.801046999284999,58,74L-M-1017,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.949709,58.801047,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,1580 ppm U,U,0.158,%,Autunite (unconfirmed), ,Associated with fracture,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.950486999948623,58.800759999309648,59,74L-M-1018,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.950487,58.80076,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,997 ppm U,U,0.0997,%, , , ,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.159312000203457,58.798165999182068,60,74L-M-1019,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.159312,58.798166,7,7,113,1,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Boulder Grab,11750 ppm U,U,1.175,%, , , ,Sandstone, , , , , , ,MAR_20070004, , 
-110.950487999773529,58.800795999031408,61,74L-M-1020,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.950488,58.800796,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,1510 ppm U,U,0.151,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.949794999837493,58.800939998941011,62,74L-M-1021,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.949795,58.80094,11,9,113,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,973 ppm U,U,0.0973,%, , ,Associated with fracture,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.946937999704502,58.801953999163558,63,74L-M-1022,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-110.946938,58.801954,15,9,116,6,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,598 ppm U,U,0.0598,%, , , ,Granitoid,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-111.074289999780831,58.885042999387949,64,74L-M-1023,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-111.07429,58.885043,5,11,114,7,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,1040 ppm U,U,0.104,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-111.072484999609088,58.887297999058049,65,74L-M-1024,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74L,-111.072485,58.887298,12,11,114,7,4,"Northshore of Lake Athabasca, no significant landmarks. Use GPS coordinates.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock outcrop,518 ppm U,U,0.0518,%, , ,Associated with fracture,Granodiorite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.907036999723744,58.799060999100952,66,74L-M-11, , , ,74L,-110.907037,58.799061,9,10,113,6,4,About 100 m NW of the Lake Athabasca shoreline and about 800 m NE of Pointe Basse., , ,Unknown, , ,Mineral occurrence,Surface,Bedrock,Disseminated iron sulfide, ,0, ,Sulfides, ,Disseminated,Metasediments, , ,Fractures and shears, , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.017406999673639,58.946692999097991,67,74L-M-78, , , ,74L,-110.017407,58.946693,10,36,114,1,4,"On the south shore of Lake Athabasca, near the Alberta/Saskatchewan border on QME permit 220.", , ,Gold,Silver, ,Mineral occurrence,Surface,Bedrock,"2.74 g/t Au, 6.86 g/t Ag. 292 ppm U, 112 ppm Ni",Au,2.74,g/t,Gold, , , , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-110.282607000047548,58.846183999305545,68,74L-M-79, , , ,74L,-110.282607,58.846184,13,28,113,2,4,Immediately east of Stone Point on Lake Athabasca on QME permit 219., , ,Zinc,Lead, ,Mineral occurrence,Surface,Bedrock,"0.232% Zn, 0.27% Pb, 18.7 ppm U",Zn,0.232,%,"Galena, Sphalerite", ,"Disseminated, fractures", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-110.09261300035098,59.764105999289917,69,74M-M-01, , , ,74M,-110.092613,59.764106,13,10,124,1,4,About 300 m north of Cherry Lake., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,"Sampling covered an area of about 150 ha, 0.79% U3O8 over 1.2 m",U,0, ,"Uraninite, Pitchblende", ,Discordant, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-110.007047999719688,59.82577499919006,70,74M-M-06, , , ,74M,-110.007048,59.825775,1,1,125,1,4,About 300 m west of the Alberta/Saskatchewan border on the east shore of Waugh Lakes about 1000 m from the north end of Center Waugh Lake., , ,Silver,Gold,"Copper, Nickel",Mineral occurrence,Surface,Bedrock,"0.343 g/t Au, 20.57 g/t Ag, 0.01% Cu over 18.59 m",Ag,20.57,g/t,"Chalcopyrite, Gold, Silver", ,Discordant, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.272623999837236,59.999936999210028,71,74M-M-07, , , ,74M,-110.272624,59.999937,16,33,126,2,4,On the Alberta/N.W.T. border about 1700 m west of Harker Lake., , ,Copper, , ,Mineral occurrence,Surface,Bedrock,Chalcopyrite mineralization,Cu,0, ,Chalcopyrite,Graphite, , , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.133725000301638,59.797992999115628,72,74M-M-08,Carrot Lake anomaly, , ,74M,-110.133725,59.797993,7,29,124,1,4,About 2000 m SSE  of Andrews Lake and about 800 m NW of Carrot Lake., , ,Uranium,Silver, ,Mineral occurrence,Surface,Bedrock,11.3 g/t Ag and 0.18% U3O8 over 0.61 m,U,0.21,%,"Pitchblende, Thucolite, Autonite (?), Uranite (?), Silver", ,Discordant, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.077300000014262,59.395899999326147,73,74M-M-1001, ,Turtle Lake, ,74M,-110.0773,59.3959,10,3,120,1,4,"About 5.5 km NE of Burstall Lake, north of Ness Creek.", , ,Uranium,Molybdenum, ,Mineral occurrence,Surface,Bedrock outcrop,3.29% U3O8 with accompanying molybdenum of 1.4% MoS2,U,3.88,%,"Uraninite (?), Molybenite", ,Vein,Granites and Gneisses,Paleoproterozoic,Canadian Shield, , , , ,MAR_19760011, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-110.092615000000791,59.278986999134737,74,74M-M-1002,North Shore, ,Fission 3.0 Corp. and Fission Uranium Corp.,74M,-110.092615,59.278987,9,28,118,1,4,"250 km north of Fort McMurray, NW margin of Athabasca basin.",NS08-004,147,Uranium,Copper,Zinc,Geochemical anomaly,Subsurface,Bedrock drillhole,"Seven drill holes average depth per hole of 180 m.
Four holes  showed  0.5
 to 8.5 m with  values as high as 70.5 ppm U (NS08-004 at 147 m depth). Anomalous Cu values  up to
984 ppm Cu (NS08-007), and occasionally anomalous zinc (to 216 ppm Zn in NS08-00",U,0.007,%, , , ,Sandstone,Paleoproterozoic,Athabasca Group, , , , , ,"Armitage, A. (2014):  Technical report (NI 43-101) on North Shore Property, Northesatern Alberta, effective January 31, 2014.", 
-110.317476999652627,59.186331999315399,75,74M-M-1003,North Shore - North Anomaly, ,Fission 3.0 Corp. and Fission Uranium Corp.,74M,-110.317477,59.186332,4,29,117,2,4,"250 km north of Fort McMurray, NW margin of Athabasca basin.", , ,Uranium, , ,Geophysical anomaly, , ,Radiometric anomaly, ,0, , , , , , , , , , , , ,"Armitage, A. (2014):  Technical report (NI 43-101) on North Shore Property, Northesatern Alberta, effective January 31, 2014.", 
-110.422776999827519,59.168880999052902,76,74M-M-1004,North Shore - South Anomaly, ,Fission 3.0 Corp. and Fission Uranium Corp.,74M,-110.422777,59.168881,14,15,117,3,4,"250 km north of Fort McMurray, NW margin of Athabasca basin.", , ,Uranium, , ,Geophysical anomaly, , ,Radiometric anomaly, ,0, , , , , , , , , , , , ,"Armitage, A. (2014):  Technical report (NI 43-101) on North Shore Property, Northesatern Alberta, effective January 31, 2014.", 
-110.262557999786267,59.94539969936335,77,74M-M-1005,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.262558,59.9454,5,15,126,2,4,"Northeastern corner of province, 120km northeast for Fort Chipewan. Location for sample 37821.", , ,Uranium, , ,Geochemical anomaly,Surface,Bedrock,Grab rock assays of up to 19 300 ppm U. Approxiamtely 30 scintillometer readings with over 1000 cps.,U,1.93,%, , , , , , , , , , ,MAR_20070025, , 
-110.146038799890832,59.336940999268826,78,74M-M-1006,Lake Athabasca - North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74M,-110.146039,59.336941,12,17,119,1,4,North shore of Lake Athbasca. NW margin of Athabasca Basin. Location is for sample 25299., , ,Uranium,Silver, ,Mineral occurrence,Surface,Bedrock,Several areas of anomalous radioactivity ranging from 150 to 13 500 cps. Anomalous sandstone boulder with greater than 30 000 cps. Autunite and pitchblende were identified in an brecciated granitic unit. Assay values: up to 11 700 ppm U (sample 25299).,U,1.17,%,"Autunite, pitchblende", , ,Sandstone,Paleoproterozoic,Athabasca Group, , , , ,MAR_20070004, , 
-110.415670000016775,59.135350999049798,79,74M-M-1007,Lake Athabasca North Shore,Fidler Point, ,74M,-110.41567,59.135351,10,3,117,3,4,Just inland of Fidler point 4 km north of the point Lake Athabasca., , ,Uranium, , ,Geochemical anomaly,Surface,Lake sediment,"One sample at 139 ppm U, six other samples > 40ppm.",U,0.01,%, , ,Lake sediment, ,Quaternary, , , , , ,MAR_19990015, , 
-110.618089999779841,59.058915999295117,80,74M-M-1008,Lake Athabasca North Shore,North Shore,Fission 3.0,74M,-110.61809,59.058916,6,9,116,4,4,50 km NE up the north shore of Lake Athabasca from Fort Chipewyan., , ,Zinc, , ,Geochemical anomaly,Surface,Outcrop,5350 ppm Zn and above background levels of numerous other elements including REE and base metals,Zn,0.535,%, , , ,Sandstone, , , , , , ,MAR_20140012, , 
-110.371787000146867,59.193708999132568,81,74M-M-1009,Lake Athabasca North Shore,North Shore,Fission 3.0,74M,-110.371787,59.193709,12,25,117,3,4,Within the Fidler-Greywillow Wildland park on the southwest end., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,417ppm U,U,0.0417,%, , , ,Quartz Diorite,Paleoproterozoic, , , , , ,MAR_20140012, , 
-110.472584000025677,59.159257999114601,82,74M-M-1010,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74M,-110.472584,59.159258,7,17,117,3,4,4-5 km north of Lapworth point  lake Athabasca., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,416 ppm U,U,0.0416,%, , ,Pegmatite,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.403598999777515,59.153167999257583,83,74M-M-1011,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74M,-110.403599,59.153168,16,10,117,3,4,4-5 km north of Fidler Point lake Athabasca., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,492 ppm U,U,0.0492,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.075099000007413,59.321125999372363,84,74M-M-1012,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74M,-110.075099,59.321126,7,10,119,1,4,3 km NNW inland from Greywillow Point in Lake Athabasca., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,680 ppm U,U,0.068,%, , , ,Quartz Monzonite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070004, , 
-110.115964000085839,59.269833998960067,85,74M-M-1013,Lake Athabasca North Shore,Lake Athabasca North Shore,Strathmore Minerals Corp.,74M,-110.115964,59.269834,13,21,118,1,4,500 m inland from Fallingsand Point Lake Athabasca., , ,Uranium, , ,Geochemical anomaly,Surface,Boulder,Two boulder grabs measuring 1340 ppm and 2210 ppm U,U,0.221,%, , , ,Sandstone, , , , , , ,MAR_20070004, , 
-110.197894000259296,59.777474999026914,86,74M-M-1014,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.197894,59.777475,14,13,124,2,4,Off the south top of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,843 ppm U,U,0.0843,%, , , , , , , , , , ,MAR_20070025, , 
-110.198229999819944,59.774621999333355,87,74M-M-1015,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.19823,59.774622,11,13,124,2,4,Off the south top of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,937 ppm U,U,0.0937,%, , , , , , , , , , ,MAR_20070025, , 
-110.21650300022182,59.774543999050309,88,74M-M-1016,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.216503,59.774544,9,14,124,2,4,Off the south top of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,800 ppm U,U,0.08,%, , , ,Pegmatite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.198218000124385,59.777342999183908,89,74M-M-1017,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.198218,59.777343,14,13,124,2,4,Off the south top of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,580 ppm U,U,0.058,%, , , ,Pegmatite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.197936000092085,59.781651999135434,90,74M-M-1018,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.197936,59.781652,3,24,124,2,4,Off the south top of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,360 ppm U,U,0.036,%, , , ,Pegmatite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.148080000388433,59.851525999068159,91,74M-M-1019,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.14808,59.851526,13,8,125,1,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,Sample assay confirmed with repeated test of 510 ppm,U,0.051,%, , , ,Pegmatitic gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.219348999585833,59.891289999207977,92,74M-M-1020,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.219349,59.89129,10,26,125,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,Two samples assaying 380 ppm and 511 ppm U,U,0.0511,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.219670999801096,59.891291999116753,93,74M-M-1021,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.219671,59.891292,10,26,125,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,280 ppm U,U,0.028,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.220238000238737,59.891474999270734,94,74M-M-1022,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.220238,59.891475,10,26,125,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,950 ppm U,U,0.095,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.221105000252081,59.88192599912977,95,74M-M-1023,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.221105,59.881926,2,26,125,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,2600 ppm U,U,0.26,%, , , ,Metasediment/Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.261155000195728,59.936860999074604,96,74M-M-1024,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.261155,59.936861,13,10,126,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,350 ppm U,U,0.035,%, , , , , , , , , , ,MAR_20070025, , 
-110.265510000353814,59.945451999158109,97,74M-M-1025,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.26551,59.945452,5,15,126,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop and rock chip,Highest value of 1.93% U,U,1.93,%, , , , , , , , , , ,MAR_20070025, , 
-110.26586000015817,59.945803999356784,98,74M-M-1026,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.26586,59.945804,5,15,126,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Rock chip,450 ppm U,U,0.045,%, , , , , , , , , , ,MAR_20070025, , 
-110.089579999592573,59.759608998960829,99,74M-M-1027,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.08958,59.759609,12,10,124,1,4,East side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,1500 ppm U,U,0.15,%, , , ,Granite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.19887800044846,59.779519999093331,100,74M-M-1029,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.198878,59.77952,3,24,124,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,Highest value of 920 ppm U,U,0.092,%, , , , , , , , , , ,MAR_20070025, , 
-110.200220999764525,59.776250999369445,101,74M-M-1030,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.200221,59.776251,14,13,124,2,4,West side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,338 ppm U,U,0.0338,%, , , ,Pegmatite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.107360000074934,59.755043999043842,102,74M-M-1031,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.10736,59.755044,7,9,124,1,4,South east of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,1290 ppm U,U,0.129,%, , , ,Pegmatite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.081718999746414,59.762329999261041,103,74M-M-1032,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.081719,59.76233,14,10,124,1,4,East side of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Outcrop,280 ppm U,U,0.028,%, , , ,Pegmatite,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.101918999620452,59.754197999087147,104,74M-M-1033,Bonny Fault,Bonny Fault,North American Gem Ltd.,74M,-110.101919,59.754198,7,9,124,1,4,South east of Andrew Lake., , ,Uranium, , ,Geochemical anomaly,Surface,Float grab,Highest value of 1150 ppm U,U,0.115,%, , , ,Gneiss,Paleoproterozoic,Canadian Shield, , , , ,MAR_20070025, , 
-110.114004000103392,59.772993999285944,105,74M-M-12, , , ,74M,-110.114004,59.772994,11,16,124,1,4,Centered about 100 m north of Small Lake and about 2000 m NW of Cherry Lake., , ,Uranium,Copper,Molybdenum,Mineral occurrence,Surface,Bedrock,"Molybdenite, Uranium, Chalcopyrite < 1%; 0.5% U3O8 2.29 m, 0.06% MoS2",U,0.6,%,"Molybdenite, Uranium, Chalcopyrite", ,Vein-multiple, , , , , ,Vein,Olson et al. 1994 (OFR 1994-8), , , 
-110.1995570001408,59.780213999258351,106,74M-M-13,Spider Lake Area, , ,74M,-110.199557,59.780214,3,24,124,2,4,Within islands along the east shore of the north arm of Spider Lake and centered about 150 m from the tip of the lake along the east shore., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,0.11% U3O8 over 1.5 m,U,0.13,%,"Chalcopyrite, Molybdenite,  Uranium, Galena","Pyrite, Arsenopyrite, Pyrrhotite",Massive, , , , , , ,Olson et al. 1994 (OFR 1994-8) Godfrey 1963 (ESR 1961-02), , , 
-110.497069999562484,59.985211999017658,107,74M-M-20,Selwyn Lake Area,North Eastern Alberta, ,74M,-110.49707,59.985212,4,32,126,3,4,On the west side of the north end of Selwyn Lake., , ,Copper, ,"Nickle, Zinc",Mineral occurrence,Surface,Bedrock,Chalcopyrite 1-10% giving a grade of 0.12% Cu over 3.1 m,Cu,0.12,%,Chalcopyrite,"Pyrite, Pyrrhotite, Hematite",Pods in one band,Metasediments bound by pink-red granite gneisses, , ,Shear Zone association, , ,"Olson et al. 1994 (OFR 1994-8), Langenberg 1993 (OFR 1993-08)",MAR_19700009, , 
-110.21011699993619,59.814657999142234,108,74M-M-37,Andrew Lake area, , ,74M,-110.210117,59.814658,5,36,124,2,4,About 800 m southwest of Holmes Lake., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,0.266% U3O8,U,0.31,%,Autunite, ,Vein-type, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.382048000191503,59.143250998955722,109,74M-M-41, , , ,74M,-110.382048,59.143251,1,11,117,3,4,Centered about 2400 m NW of Whitesand Point on Lake Athabasca and about 4500 m NE of Fidler Point., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,"0.086% U3O8, 0.009% ThO2",U,0.1,%,"Autonite, Uranospathite (green)", , , , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-111.22904700034951,59.682138999253176,110,74M-M-47, , , ,74M,-111.229047,59.682139,8,13,123,8,4,The anomaly is centered about 900 m east of the bay on the SE side of Myers Lake., , ,Lead, , ,Mineral occurrence,Surface,Bedrock,Galena 1-10%,Pb,0, ,Galena, ,Vein-single, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-111.262927999742544,59.677971999404548,111,74M-M-48, , , ,74M,-111.262928,59.677972,1,14,123,8,4,At the south end of Myers Lake about 200 m west of the Dog River Outlet., , ,Copper, , ,Mineral occurrence,Surface,Bedrock,Chalcopyrite < 1%,Cu,0, ,Chalcopyrite,"Pyrite, Pyrrhotite",Disseminated, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.788747000316079,59.427699999003096,112,74M-M-49, , , ,74M,-110.788747,59.4277,16,16,120,5,4,Anomaly covers an area of about 108 ha NW of Disappointment Lake., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock, ,U,0, , , ,Discordant, , , ,Major east trending fault, , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.920667000087462,59.08462799926815,113,74M-M-55, , , ,74M,-110.920667,59.084628,1,22,116,6,4,Centered at south end of locally named Dismal Lake about 6 km SW of the west of Fletcher Lake., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock, ,U,0, , , ,"Discordant, sooty or coat", , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.112330000351236,59.267975999054869,114,74M-M-59, , , ,74M,-110.11233,59.267976,14,21,118,1,4,About 1000 m NNW of Fallingsand Point on Lake Athabasca., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,0.95% U3O8 and 0.024% U3O8 assayed in the same location,U,1.12,%,"Dark Uranium Oxide, Yellow and Pink Uranium Oxide", ,Discordant outcrop and boulders, , , , , , ,Olson et al. 1994 (OFR 1994-8),MAR_19780001 (no specific data linkable to 74M-59), , 
-110.05760899995326,59.298242999060641,115,74M-M-60, , , ,74M,-110.057609,59.298243,13,35,118,1,4,About 2300 m NW of Greywillow Point on Lake Athabasca., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,0.62% U3O8,U,0.73,%,"Dark Uranium Oxide, Yellow and Pink Uranium Oxide", ,Discordant, , , , , , ,Olson et al. 1994 (OFR 1994-8),MAR_19780001 (no specific data linkable to 74M-60), , 
-110.006497999898784,59.309066999095172,116,74M-M-61, , , ,74M,-110.006498,59.309067,9,1,119,1,4,"Along the north shore of Lake Athabasca, about 3000 m NNE of Greywillow Point, next to the Saskatchewan border.", , ,Uranium, , ,Mineral occurrence,Surface,Boulders, ,U,0, ,"Dark Uranium Oxide, Yellow and Pink Uranium Oxide", ,Boulders, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.012049999783031,59.36074199906291,117,74M-M-88, , , ,74M,-110.01205,59.360742,1,25,119,1,4,About 5900 m north of Lake Athabasca and about 600m west of the Alberta/Saskatchewan border., , ,Uranium, , ,Mineral occurrence,Surface,Boulders, ,U,0, , , , , , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-110.099833999964531,59.444644999017463,118,74M-M-90, , , ,74M,-110.099834,59.444645,16,21,120,1,4,About 6700 m NE of DeManville Lake and about 5400 m west of the Alberta/Saskatchewan border., , ,Uranium, , ,Mineral occurrence,Surface,Bedrock,0.66% U3O8,U,0.78,%,Yellow Uranium Oxide, ,Sooty or coat, , , , , , ,Olson et al. 1994 (OFR 1994-8), , , 
-114.096235999558331,49.184176999158261,119,82G-M-01, , , ,82G,-114.096236,49.184177,9,5,3,1,5,Near the head of Yarrow Creek., , ,Copper,Silver, ,Mineral occurrence,Surface, ,"Chalcopyrite 1-10%, 0.26% Cu and 2.88 g/t Ag over 1.22 m",Cu,0.26,%,Chalcopyrite, ,Stratabound,Volcanic rock (amygdaloidal), , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
